CaseID,Activity,CompleteTimestamp,Resource,ElapsedTime
Case No. 775,3,2019-03-09 17:49:12,2,54
Case No. 775,8,2019-03-09 17:54:27,3,88
Case No. 775,9,2019-03-09 18:24:06,1,91
Case No. 775,6,2019-03-09 18:33:16,2,60
Case No. 775,7,2019-03-09 18:50:23,0,82
Case No. 775,6,2019-03-09 19:20:42,2,10
Case No. 775,9,2019-03-09 20:39:26,2,88
Case No. 775,8,2019-03-09 20:42:29,0,61
Case No. 776,0,2019-03-09 21:18:46,4,69
Case No. 776,1,2019-03-09 21:47:23,2,60
Case No. 776,3,2019-03-09 21:54:50,1,131
Case No. 776,8,2019-03-09 22:19:21,0,63
Case No. 776,9,2019-03-09 22:22:19,3,143
Case No. 776,6,2019-03-09 22:57:49,1,147
Case No. 776,7,2019-03-09 23:00:40,4,28
Case No. 776,6,2019-03-10 00:13:30,1,137
Case No. 776,8,2019-03-10 00:16:59,2,2
Case No. 776,9,2019-03-10 00:22:55,3,58
Case No. 777,0,2019-03-10 01:10:55,2,98
Case No. 777,1,2019-03-10 01:13:00,3,55
Case No. 777,3,2019-03-10 01:39:00,1,145
Case No. 777,8,2019-03-10 01:51:19,4,30
Case No. 777,6,2019-03-10 01:52:38,2,82
Case No. 777,9,2019-03-10 02:13:45,2,94
Case No. 777,9,2019-03-10 03:50:29,4,112
Case No. 777,6,2019-03-10 03:59:22,3,28
Case No. 777,7,2019-03-10 04:00:04,4,126
Case No. 777,8,2019-03-10 04:37:05,2,17
Case No. 778,0,2019-03-10 04:56:41,1,6
Case No. 778,1,2019-03-10 05:28:17,2,49
Case No. 778,3,2019-03-10 06:02:34,4,19
Case No. 778,8,2019-03-10 06:07:12,2,31
Case No. 778,9,2019-03-10 06:17:48,1,141
Case No. 778,6,2019-03-10 06:28:08,0,142
Case No. 778,9,2019-03-10 06:31:57,3,147
Case No. 778,6,2019-03-10 07:10:31,2,121
Case No. 778,7,2019-03-10 08:25:34,0,7
Case No. 778,8,2019-03-10 08:48:34,1,51
Case No. 779,0,2019-03-10 09:01:47,4,120
Case No. 779,1,2019-03-10 09:17:14,0,78
Case No. 779,3,2019-03-10 09:19:55,2,137
Case No. 779,8,2019-03-10 10:23:09,3,104
Case No. 779,9,2019-03-10 10:59:57,3,23
Case No. 779,9,2019-03-10 11:40:20,4,45
Case No. 779,6,2019-03-10 11:45:49,1,131
Case No. 779,6,2019-03-10 12:14:43,0,92
Case No. 779,7,2019-03-10 12:29:10,3,146
Case No. 779,8,2019-03-10 12:30:39,1,73
Case No. 780,0,2019-03-10 13:22:03,1,94
Case No. 780,1,2019-03-10 13:22:41,4,68
Case No. 780,3,2019-03-10 13:35:51,2,20
Case No. 780,8,2019-03-10 14:41:52,3,52
Case No. 780,7,2019-03-10 15:10:50,1,28
Case No. 780,9,2019-03-10 15:45:56,0,24
Case No. 780,6,2019-03-10 15:50:04,4,116
Case No. 780,6,2019-03-10 16:03:38,2,96
Case No. 780,9,2019-03-10 16:20:51,1,110
Case No. 780,8,2019-03-10 16:21:53,0,146
Case No. 781,0,2019-03-10 16:56:45,1,130
Case No. 781,1,2019-03-10 16:58:21,2,87
Case No. 781,3,2019-03-10 17:02:15,0,3
Case No. 781,8,2019-03-10 17:43:59,0,121
Case No. 781,7,2019-03-10 18:42:35,4,6
Case No. 781,9,2019-03-10 19:01:28,2,46
Case No. 781,6,2019-03-10 19:34:52,3,48
Case No. 781,6,2019-03-10 19:41:53,1,61
Case No. 781,8,2019-03-10 20:40:52,3,20
Case No. 781,9,2019-03-10 20:42:36,1,80
Case No. 782,0,2019-03-10 21:33:16,4,89
Case No. 782,1,2019-03-10 21:42:29,2,24
Case No. 782,3,2019-03-10 21:42:43,2,67
Case No. 782,8,2019-03-10 21:55:16,2,18
Case No. 782,9,2019-03-10 22:17:03,0,105
Case No. 782,7,2019-03-10 22:59:36,1,131
Case No. 782,6,2019-03-10 23:10:28,3,37
Case No. 782,6,2019-03-10 23:55:49,0,111
Case No. 782,8,2019-03-10 23:57:41,1,96
Case No. 782,9,2019-03-11 00:53:35,2,6
Case No. 783,0,2019-03-11 01:08:31,4,106
Case No. 783,1,2019-03-11 01:20:19,0,149
Case No. 783,3,2019-03-11 01:29:54,1,19
Case No. 783,8,2019-03-11 03:08:04,2,121
Case No. 783,9,2019-03-11 03:47:36,0,85
Case No. 783,7,2019-03-11 03:52:05,4,57
Case No. 783,6,2019-03-11 04:00:08,3,30
Case No. 783,6,2019-03-11 04:36:04,3,99
Case No. 783,9,2019-03-11 04:42:24,3,146
Case No. 783,8,2019-03-11 04:51:51,3,100
Case No. 784,0,2019-03-11 04:58:57,2,109
Case No. 784,1,2019-03-11 05:53:52,1,92
Case No. 784,3,2019-03-11 05:54:29,1,95
Case No. 784,8,2019-03-11 06:19:30,2,145
Case No. 784,9,2019-03-11 06:32:01,2,143
Case No. 784,7,2019-03-11 06:36:00,0,79
Case No. 784,9,2019-03-11 06:47:09,1,120
Case No. 784,6,2019-03-11 07:04:20,0,28
Case No. 784,6,2019-03-11 08:18:12,2,148
Case No. 784,8,2019-03-11 08:22:25,0,59
Case No. 784,5,2019-03-11 08:23:27,0,73
Case No. 785,0,2019-03-11 09:01:18,1,44
Case No. 785,1,2019-03-11 09:27:35,0,134
Case No. 785,3,2019-03-11 10:01:16,3,45
Case No. 785,8,2019-03-11 10:21:37,0,114
Case No. 785,9,2019-03-11 10:46:16,2,113
Case No. 785,6,2019-03-11 11:18:37,0,30
Case No. 785,9,2019-03-11 11:39:11,1,122
Case No. 785,7,2019-03-11 12:02:30,4,53
Case No. 785,6,2019-03-11 12:04:38,3,41
Case No. 785,8,2019-03-11 12:25:31,1,50
Case No. 786,0,2019-03-11 13:05:43,0,89
Case No. 786,1,2019-03-11 13:12:29,0,123
Case No. 786,3,2019-03-11 13:21:22,0,63
Case No. 786,8,2019-03-11 13:44:03,4,83
Case No. 786,7,2019-03-11 14:03:44,4,37
Case No. 786,6,2019-03-11 14:16:01,2,119
Case No. 786,9,2019-03-11 14:55:05,0,24
Case No. 786,9,2019-03-11 15:36:01,1,64
Case No. 786,6,2019-03-11 15:59:56,1,46
Case No. 786,8,2019-03-11 16:55:54,0,124
Case No. 787,0,2019-03-11 17:58:34,3,61
Case No. 787,1,2019-03-11 19:12:04,2,117
Case No. 787,3,2019-03-11 19:25:24,0,29
Case No. 787,8,2019-03-11 20:14:49,2,53
Case No. 787,9,2019-03-11 20:26:55,1,36
Case No. 787,6,2019-03-11 20:27:15,4,31
Case No. 787,7,2019-03-11 20:30:53,1,41
Case No. 787,9,2019-03-11 20:36:19,2,140
Case No. 787,6,2019-03-11 20:40:38,4,15
Case No. 787,8,2019-03-11 20:48:17,4,1
Case No. 788,0,2019-03-11 22:13:55,0,45
Case No. 788,1,2019-03-11 22:21:21,4,128
Case No. 788,3,2019-03-11 22:44:20,1,149
Case No. 788,8,2019-03-11 23:00:18,3,118
Case No. 788,6,2019-03-11 23:20:48,1,98
Case No. 788,7,2019-03-11 23:31:18,1,60
Case No. 788,9,2019-03-12 00:05:03,1,110
Case No. 788,9,2019-03-12 00:18:01,0,149
Case No. 788,6,2019-03-12 00:32:27,0,53
Case No. 788,8,2019-03-12 00:53:24,0,3
Case No. 789,0,2019-03-12 01:11:08,2,80
Case No. 789,1,2019-03-12 01:17:54,3,31
Case No. 789,3,2019-03-12 01:46:31,3,27
Case No. 789,8,2019-03-12 03:24:08,4,139
Case No. 789,6,2019-03-12 03:30:39,4,58
Case No. 789,9,2019-03-12 03:51:03,4,88
Case No. 789,9,2019-03-12 04:14:30,4,41
Case No. 789,7,2019-03-12 04:17:28,3,145
Case No. 789,6,2019-03-12 04:28:56,1,120
Case No. 789,8,2019-03-12 04:30:51,1,44
Case No. 790,0,2019-03-12 05:39:09,0,30
Case No. 790,1,2019-03-12 06:02:28,2,80
Case No. 790,3,2019-03-12 06:07:28,2,62
Case No. 790,8,2019-03-12 06:11:50,2,145
Case No. 790,6,2019-03-12 06:31:35,3,116
Case No. 790,9,2019-03-12 06:33:24,3,102
Case No. 790,7,2019-03-12 06:48:37,1,80
Case No. 790,9,2019-03-12 07:10:51,4,107
Case No. 790,6,2019-03-12 08:05:59,2,82
Case No. 790,8,2019-03-12 08:12:56,0,16
Case No. 791,0,2019-03-12 09:24:58,2,78
Case No. 791,1,2019-03-12 09:37:20,0,105
Case No. 791,3,2019-03-12 09:49:50,4,108
Case No. 791,8,2019-03-12 09:51:22,1,127
Case No. 791,7,2019-03-12 10:04:00,1,59
Case No. 791,9,2019-03-12 10:51:45,2,48
Case No. 791,6,2019-03-12 10:57:55,1,35
Case No. 791,9,2019-03-12 12:38:49,2,111
Case No. 791,6,2019-03-12 12:41:23,4,55
Case No. 791,8,2019-03-12 12:46:16,3,53
Case No. 792,0,2019-03-12 13:35:26,4,70
Case No. 792,1,2019-03-12 13:41:09,4,31
Case No. 792,3,2019-03-12 13:50:00,2,68
Case No. 792,8,2019-03-12 14:24:03,0,42
Case No. 792,7,2019-03-12 14:58:42,0,47
Case No. 792,9,2019-03-12 15:03:06,0,101
Case No. 792,9,2019-03-12 15:27:50,4,150
Case No. 792,6,2019-03-12 15:56:14,4,140
Case No. 792,6,2019-03-12 16:22:37,0,77
Case No. 792,8,2019-03-12 16:37:30,3,53
Case No. 793,0,2019-03-12 16:58:38,4,77
Case No. 793,1,2019-03-12 18:00:06,2,141
Case No. 793,3,2019-03-12 18:51:17,4,13
Case No. 793,8,2019-03-12 18:54:06,0,53
Case No. 793,9,2019-03-12 19:16:11,1,132
Case No. 793,7,2019-03-12 19:19:42,0,113
Case No. 793,6,2019-03-12 20:08:22,1,74
Case No. 793,9,2019-03-12 20:12:10,4,78
Case No. 793,6,2019-03-12 20:14:33,1,22
Case No. 793,8,2019-03-12 20:31:49,4,41
Case No. 794,0,2019-03-12 21:34:13,4,61
Case No. 794,1,2019-03-12 21:39:57,4,19
Case No. 794,3,2019-03-12 21:55:55,1,18
Case No. 794,8,2019-03-12 22:26:42,4,80
Case No. 794,9,2019-03-12 22:32:52,0,73
Case No. 794,7,2019-03-12 22:36:46,3,93
Case No. 794,9,2019-03-12 22:52:32,2,22
Case No. 794,6,2019-03-12 23:33:57,2,47
Case No. 794,6,2019-03-12 23:50:37,3,110
Case No. 794,8,2019-03-13 00:21:23,4,116
Case No. 795,0,2019-03-13 01:09:22,4,47
Case No. 795,1,2019-03-13 01:33:15,0,110
Case No. 795,3,2019-03-13 01:45:22,4,91
Case No. 795,8,2019-03-13 01:56:33,1,4
Case No. 795,9,2019-03-13 02:12:19,0,43
Case No. 795,9,2019-03-13 02:43:29,4,120
Case No. 795,6,2019-03-13 03:02:30,1,116
Case No. 795,7,2019-03-13 03:37:14,0,64
Case No. 795,6,2019-03-13 04:09:54,0,51
Case No. 795,8,2019-03-13 04:43:27,2,72
Case No. 796,0,2019-03-13 05:14:49,2,103
Case No. 796,1,2019-03-13 05:16:37,3,29
Case No. 796,3,2019-03-13 05:28:40,4,54
Case No. 796,8,2019-03-13 05:55:08,2,18
Case No. 796,9,2019-03-13 06:15:58,0,93
Case No. 796,9,2019-03-13 06:25:30,2,17
Case No. 796,7,2019-03-13 08:03:31,0,121
Case No. 796,6,2019-03-13 08:10:25,0,113
Case No. 796,6,2019-03-13 08:14:35,0,68
Case No. 796,8,2019-03-13 08:28:17,2,8
Case No. 797,0,2019-03-13 09:01:20,0,119
Case No. 797,1,2019-03-13 09:31:56,3,88
Case No. 797,3,2019-03-13 10:28:15,2,67
Case No. 797,8,2019-03-13 10:35:22,0,75
Case No. 797,9,2019-03-13 10:46:28,1,133
Case No. 797,7,2019-03-13 10:54:53,4,6
Case No. 797,9,2019-03-13 11:24:44,2,119
Case No. 797,6,2019-03-13 12:05:07,0,147
Case No. 797,8,2019-03-13 12:06:19,3,72
Case No. 797,6,2019-03-13 12:26:41,2,133
Case No. 798,0,2019-03-13 13:04:48,3,114
Case No. 798,1,2019-03-13 13:54:46,1,78
Case No. 798,3,2019-03-13 14:04:29,1,1
Case No. 798,8,2019-03-13 14:21:23,3,7
Case No. 798,7,2019-03-13 15:29:58,2,53
Case No. 798,6,2019-03-13 15:32:49,1,36
Case No. 798,9,2019-03-13 16:41:54,2,67
Case No. 798,9,2019-03-13 16:49:44,4,126
Case No. 798,8,2019-03-13 16:53:27,0,39
Case No. 798,6,2019-03-13 16:55:45,4,113
Case No. 799,0,2019-03-13 17:11:40,3,41
Case No. 799,1,2019-03-13 18:16:42,4,122
Case No. 799,3,2019-03-13 18:53:16,0,23
Case No. 799,8,2019-03-13 19:19:33,1,85
Case No. 799,9,2019-03-13 19:28:40,2,11
Case No. 799,6,2019-03-13 19:57:39,1,69
Case No. 799,9,2019-03-13 20:13:31,1,102
Case No. 799,7,2019-03-13 20:27:21,3,114
Case No. 799,8,2019-03-13 20:29:07,3,12
Case No. 799,6,2019-03-13 20:43:09,2,126
Case No. 800,0,2019-03-13 21:01:52,4,50
Case No. 800,1,2019-03-13 21:42:16,0,132
Case No. 800,3,2019-03-13 21:52:18,1,41
Case No. 800,8,2019-03-13 21:53:38,2,90
Case No. 800,6,2019-03-13 22:43:38,2,44
Case No. 800,7,2019-03-13 23:25:58,0,23
Case No. 800,9,2019-03-13 23:32:36,4,139
Case No. 800,9,2019-03-14 00:11:44,1,12
Case No. 800,8,2019-03-14 00:40:21,2,39
Case No. 800,6,2019-03-14 00:53:04,4,15
Case No. 801,0,2019-03-14 01:21:41,2,57
Case No. 801,1,2019-03-14 01:25:56,1,94
Case No. 801,3,2019-03-14 01:29:28,2,89
Case No. 801,8,2019-03-14 01:45:04,0,9
Case No. 801,9,2019-03-14 01:49:04,1,63
Case No. 801,6,2019-03-14 02:31:57,3,126
Case No. 801,7,2019-03-14 03:10:19,0,39
Case No. 801,9,2019-03-14 03:31:45,0,52
Case No. 801,8,2019-03-14 03:32:32,4,11
Case No. 801,6,2019-03-14 03:47:05,3,124
Case No. 802,0,2019-03-14 05:38:18,3,136
Case No. 802,1,2019-03-14 06:10:55,3,103
Case No. 802,3,2019-03-14 06:28:11,4,100
Case No. 802,8,2019-03-14 06:35:41,0,104
Case No. 802,6,2019-03-14 06:43:35,0,116
Case No. 802,9,2019-03-14 07:00:52,1,148
Case No. 802,7,2019-03-14 07:19:46,1,128
Case No. 802,9,2019-03-14 07:34:52,0,135
Case No. 802,8,2019-03-14 07:49:12,0,141
Case No. 802,6,2019-03-14 08:14:45,3,16
Case No. 803,0,2019-03-14 09:04:14,3,149
Case No. 803,1,2019-03-14 09:14:40,0,89
Case No. 803,3,2019-03-14 09:52:38,2,110
Case No. 803,8,2019-03-14 10:50:32,2,57
Case No. 803,9,2019-03-14 10:52:07,3,38
Case No. 803,7,2019-03-14 11:16:17,3,76
Case No. 803,6,2019-03-14 11:37:47,1,46
Case No. 803,9,2019-03-14 12:14:46,0,84
Case No. 803,8,2019-03-14 12:47:36,2,50
Case No. 803,6,2019-03-14 12:54:00,1,140
Case No. 804,0,2019-03-14 13:39:23,4,0
Case No. 804,1,2019-03-14 13:41:08,0,84
Case No. 804,3,2019-03-14 13:42:09,3,43
Case No. 804,8,2019-03-14 13:44:17,3,89
Case No. 804,7,2019-03-14 13:53:10,2,84
Case No. 804,9,2019-03-14 14:15:23,4,10
Case No. 804,9,2019-03-14 14:16:21,0,122
Case No. 804,6,2019-03-14 14:22:45,1,58
Case No. 804,8,2019-03-14 14:30:50,4,131
Case No. 804,6,2019-03-14 14:37:09,4,75
Case No. 805,0,2019-03-14 17:01:25,4,72
Case No. 805,1,2019-03-14 17:10:20,0,26
Case No. 805,3,2019-03-14 17:19:03,1,77
Case No. 805,8,2019-03-14 17:23:45,3,145
Case No. 805,7,2019-03-14 17:59:20,1,14
Case No. 805,9,2019-03-14 18:59:26,3,131
Case No. 805,6,2019-03-14 19:22:05,0,39
Case No. 805,9,2019-03-14 19:26:10,0,29
Case No. 805,8,2019-03-14 19:57:53,4,35
Case No. 805,6,2019-03-14 20:19:25,1,57
Case No. 806,0,2019-03-14 20:58:04,1,52
Case No. 806,1,2019-03-14 21:27:44,3,75
Case No. 806,3,2019-03-14 21:40:46,2,85
Case No. 806,8,2019-03-14 22:09:23,4,47
Case No. 806,9,2019-03-14 22:20:41,1,30
Case No. 806,9,2019-03-14 22:55:25,1,49
Case No. 806,6,2019-03-14 23:10:04,4,70
Case No. 806,7,2019-03-14 23:22:48,1,21
Case No. 806,8,2019-03-15 00:03:33,2,109
Case No. 806,6,2019-03-15 00:29:24,1,17
Case No. 807,0,2019-03-15 00:58:51,1,141
Case No. 807,1,2019-03-15 01:53:16,1,123
Case No. 807,3,2019-03-15 02:12:15,2,85
Case No. 807,8,2019-03-15 03:24:56,2,133
Case No. 807,9,2019-03-15 04:13:11,4,51
Case No. 807,9,2019-03-15 04:16:31,2,5
Case No. 807,7,2019-03-15 04:19:35,2,7
Case No. 807,6,2019-03-15 04:20:28,1,5
Case No. 807,8,2019-03-15 04:30:30,3,116
Case No. 807,6,2019-03-15 04:55:20,4,89
Case No. 808,0,2019-03-15 05:41:38,1,14
Case No. 808,1,2019-03-15 06:16:31,3,0
Case No. 808,3,2019-03-15 06:37:43,3,35
Case No. 808,8,2019-03-15 07:06:31,0,111
Case No. 808,7,2019-03-15 07:19:15,2,123
Case No. 808,6,2019-03-15 07:30:36,0,129
Case No. 808,9,2019-03-15 07:36:39,0,123
Case No. 808,9,2019-03-15 07:41:17,0,123
Case No. 808,6,2019-03-15 07:58:44,0,31
Case No. 808,8,2019-03-15 08:46:55,3,109
Case No. 808,2,2019-03-15 08:48:25,0,3
Case No. 809,0,2019-03-15 10:03:38,2,140
Case No. 809,1,2019-03-15 10:03:45,1,121
Case No. 809,3,2019-03-15 10:41:33,4,108
Case No. 809,8,2019-03-15 10:45:18,0,79
Case No. 809,7,2019-03-15 10:52:04,2,25
Case No. 809,8,2019-03-15 11:07:01,0,1
Case No. 809,6,2019-03-15 11:26:49,3,90
Case No. 809,9,2019-03-15 11:34:43,2,23
Case No. 809,9,2019-03-15 12:24:02,0,141
Case No. 809,6,2019-03-15 12:49:25,1,26
Case No. 810,0,2019-03-15 13:11:14,3,138
Case No. 810,1,2019-03-15 13:42:11,0,133
Case No. 810,3,2019-03-15 14:25:37,3,45
Case No. 810,8,2019-03-15 14:32:23,0,2
Case No. 810,6,2019-03-15 14:34:29,0,73
Case No. 810,8,2019-03-15 14:55:18,4,42
Case No. 810,9,2019-03-15 15:25:21,3,132
Case No. 810,9,2019-03-15 15:28:54,0,17
Case No. 810,7,2019-03-15 16:10:05,4,144
Case No. 810,6,2019-03-15 16:56:04,4,50
Case No. 811,0,2019-03-15 17:23:10,3,139
Case No. 811,1,2019-03-15 17:56:45,0,99
Case No. 811,3,2019-03-15 18:11:29,4,86
Case No. 811,8,2019-03-15 18:20:06,0,30
Case No. 811,6,2019-03-15 18:50:49,1,76
Case No. 811,8,2019-03-15 19:34:07,2,68
Case No. 811,7,2019-03-15 19:34:47,2,149
Case No. 811,9,2019-03-15 19:50:44,3,50
Case No. 811,6,2019-03-15 20:15:17,2,107
Case No. 811,9,2019-03-15 20:16:08,3,48
Case No. 812,0,2019-03-15 21:17:33,1,77
Case No. 812,1,2019-03-15 21:37:25,4,29
Case No. 812,3,2019-03-15 21:47:59,0,117
Case No. 812,8,2019-03-15 22:36:03,2,145
Case No. 812,6,2019-03-15 22:38:50,4,111
Case No. 812,8,2019-03-15 22:45:14,1,132
Case No. 812,7,2019-03-15 22:59:29,1,132
Case No. 812,9,2019-03-15 23:21:02,2,106
Case No. 812,9,2019-03-16 00:21:05,3,29
Case No. 812,6,2019-03-16 00:21:17,4,120
Case No. 813,0,2019-03-16 01:30:27,2,58
Case No. 813,1,2019-03-16 01:58:28,0,69
Case No. 813,3,2019-03-16 02:06:41,1,116
Case No. 813,8,2019-03-16 02:08:35,4,43
Case No. 813,6,2019-03-16 02:47:15,0,16
Case No. 813,8,2019-03-16 02:54:04,1,127
Case No. 813,9,2019-03-16 03:44:35,1,23
Case No. 813,7,2019-03-16 03:45:51,3,98
Case No. 813,9,2019-03-16 03:46:25,4,133
Case No. 813,6,2019-03-16 04:02:08,2,97
Case No. 814,0,2019-03-16 05:19:20,2,77
Case No. 814,1,2019-03-16 05:34:48,3,51
Case No. 814,3,2019-03-16 05:52:10,2,8
Case No. 814,8,2019-03-16 06:44:55,1,132
Case No. 814,6,2019-03-16 06:54:26,2,32
Case No. 814,8,2019-03-16 07:45:32,4,47
Case No. 814,9,2019-03-16 08:03:02,4,15
Case No. 814,7,2019-03-16 08:08:51,3,130
Case No. 814,6,2019-03-16 08:40:26,0,146
Case No. 814,9,2019-03-16 08:44:43,1,40
Case No. 815,0,2019-03-16 09:12:06,0,89
Case No. 815,1,2019-03-16 09:12:21,4,46
Case No. 815,3,2019-03-16 10:03:34,1,48
Case No. 815,8,2019-03-16 10:42:21,4,139
Case No. 815,6,2019-03-16 11:06:20,3,137
Case No. 815,8,2019-03-16 11:06:55,4,15
Case No. 815,9,2019-03-16 11:09:23,4,118
Case No. 815,9,2019-03-16 11:39:42,4,30
Case No. 815,6,2019-03-16 12:02:04,0,124
Case No. 815,7,2019-03-16 12:17:53,2,43
Case No. 816,0,2019-03-16 13:38:39,3,52
Case No. 816,1,2019-03-16 14:02:11,4,20
Case No. 816,3,2019-03-16 14:22:56,3,6
Case No. 816,8,2019-03-16 14:24:45,1,115
Case No. 816,6,2019-03-16 15:10:23,1,93
Case No. 816,8,2019-03-16 16:00:38,0,93
Case No. 816,6,2019-03-16 16:10:25,2,106
Case No. 816,7,2019-03-16 16:25:51,4,148
Case No. 816,9,2019-03-16 16:32:28,3,120
Case No. 816,9,2019-03-16 16:55:36,1,118
Case No. 817,0,2019-03-16 16:56:44,3,123
Case No. 817,1,2019-03-16 17:31:31,4,31
Case No. 817,3,2019-03-16 17:42:59,2,28
Case No. 817,8,2019-03-16 17:48:05,0,138
Case No. 817,6,2019-03-16 18:04:48,2,69
Case No. 817,8,2019-03-16 18:24:06,3,99
Case No. 817,7,2019-03-16 19:44:02,4,146
Case No. 817,6,2019-03-16 20:02:57,2,2
Case No. 817,9,2019-03-16 20:09:16,4,68
Case No. 817,9,2019-03-16 20:37:56,1,148
Case No. 818,0,2019-03-16 21:10:36,1,106
Case No. 818,1,2019-03-16 21:42:19,4,88
Case No. 818,3,2019-03-16 21:42:56,4,77
Case No. 818,8,2019-03-16 21:46:16,4,26
Case No. 818,6,2019-03-16 22:44:06,2,45
Case No. 818,8,2019-03-16 23:39:12,3,89
Case No. 818,9,2019-03-16 23:39:50,1,125
Case No. 818,6,2019-03-16 23:52:06,4,5
Case No. 818,9,2019-03-17 00:37:48,0,48
Case No. 818,7,2019-03-17 00:40:56,0,90
Case No. 819,0,2019-03-17 02:20:32,3,52
Case No. 819,1,2019-03-17 02:38:01,3,41
Case No. 819,3,2019-03-17 02:51:47,0,134
Case No. 819,8,2019-03-17 03:00:44,0,78
Case No. 819,6,2019-03-17 03:16:26,2,140
Case No. 819,8,2019-03-17 03:35:10,4,19
Case No. 819,6,2019-03-17 03:36:38,4,28
Case No. 819,9,2019-03-17 04:07:18,2,23
Case No. 819,7,2019-03-17 04:17:01,0,66
Case No. 819,9,2019-03-17 04:36:13,2,96
Case No. 820,0,2019-03-17 05:10:52,2,131
Case No. 820,1,2019-03-17 05:19:35,1,23
Case No. 820,3,2019-03-17 05:27:37,1,10
Case No. 820,8,2019-03-17 05:59:35,2,52
Case No. 820,6,2019-03-17 06:02:19,1,73
Case No. 820,8,2019-03-17 06:03:23,0,12
Case No. 820,9,2019-03-17 06:12:08,0,141
Case No. 820,6,2019-03-17 06:52:06,2,94
Case No. 820,7,2019-03-17 06:54:41,4,16
Case No. 820,9,2019-03-17 08:17:03,3,106
Case No. 821,0,2019-03-17 08:57:03,0,49
Case No. 821,1,2019-03-17 09:34:24,2,139
Case No. 821,3,2019-03-17 10:22:43,0,109
Case No. 821,8,2019-03-17 10:31:42,4,73
Case No. 821,6,2019-03-17 10:43:41,1,137
Case No. 821,8,2019-03-17 11:11:49,1,2
Case No. 821,6,2019-03-17 11:43:48,4,54
Case No. 821,9,2019-03-17 12:51:54,2,123
Case No. 821,9,2019-03-17 12:54:22,4,84
Case No. 821,7,2019-03-17 12:55:38,0,43
Case No. 822,0,2019-03-17 12:57:27,3,16
Case No. 822,1,2019-03-17 13:14:53,3,46
Case No. 822,3,2019-03-17 13:26:24,3,100
Case No. 822,8,2019-03-17 13:35:08,0,34
Case No. 822,6,2019-03-17 14:21:34,4,119
Case No. 822,8,2019-03-17 14:55:53,3,70
Case No. 822,6,2019-03-17 15:26:19,1,93
Case No. 822,7,2019-03-17 15:46:41,4,61
Case No. 822,9,2019-03-17 15:52:03,2,3
Case No. 822,9,2019-03-17 16:40:55,1,35
Case No. 823,0,2019-03-17 17:41:33,4,59
Case No. 823,1,2019-03-17 18:06:25,3,43
Case No. 823,3,2019-03-17 18:16:27,3,2
Case No. 823,8,2019-03-17 18:37:39,0,59
Case No. 823,8,2019-03-17 18:56:31,2,27
Case No. 823,6,2019-03-17 19:00:59,3,109
Case No. 823,7,2019-03-17 19:13:09,1,144
Case No. 823,9,2019-03-17 19:31:30,2,93
Case No. 823,9,2019-03-17 20:12:34,3,150
Case No. 823,6,2019-03-17 20:33:10,1,96
Case No. 824,0,2019-03-17 21:16:39,2,35
Case No. 824,1,2019-03-17 21:34:15,4,121
Case No. 824,3,2019-03-17 22:04:02,2,1
Case No. 824,8,2019-03-17 22:27:04,4,34
Case No. 824,8,2019-03-17 22:36:41,3,26
Case No. 824,6,2019-03-17 22:45:23,4,51
Case No. 824,7,2019-03-17 22:50:57,4,31
Case No. 824,9,2019-03-17 23:15:08,3,47
Case No. 824,6,2019-03-17 23:18:11,0,71
Case No. 824,9,2019-03-17 23:36:19,4,93
Case No. 825,0,2019-03-18 01:04:14,1,136
Case No. 825,1,2019-03-18 01:07:04,4,27
Case No. 825,3,2019-03-18 01:38:49,4,63
Case No. 825,8,2019-03-18 02:58:12,3,139
Case No. 825,8,2019-03-18 03:15:42,0,144
Case No. 825,6,2019-03-18 03:19:30,4,50
Case No. 825,9,2019-03-18 03:47:58,4,141
Case No. 825,7,2019-03-18 03:51:05,1,83
Case No. 825,6,2019-03-18 04:05:23,3,90
Case No. 825,9,2019-03-18 04:29:07,1,68
Case No. 826,0,2019-03-18 04:58:05,0,129
Case No. 826,1,2019-03-18 05:43:09,4,82
Case No. 826,3,2019-03-18 06:00:45,3,111
Case No. 826,8,2019-03-18 06:21:29,4,74
Case No. 826,8,2019-03-18 06:37:00,2,56
Case No. 826,6,2019-03-18 07:09:39,1,106
Case No. 826,9,2019-03-18 07:15:03,4,30
Case No. 826,7,2019-03-18 08:32:56,0,92
Case No. 826,9,2019-03-18 08:39:30,4,123
Case No. 826,6,2019-03-18 08:39:54,1,3
Case No. 827,0,2019-03-18 09:21:09,2,5
Case No. 827,1,2019-03-18 10:11:06,0,55
Case No. 827,3,2019-03-18 10:19:37,2,140
Case No. 827,8,2019-03-18 10:47:36,0,100
Case No. 827,8,2019-03-18 11:04:20,1,127
Case No. 827,6,2019-03-18 11:27:55,4,56
Case No. 827,9,2019-03-18 11:43:17,4,112
Case No. 827,9,2019-03-18 11:48:19,3,66
Case No. 827,7,2019-03-18 12:03:52,3,37
Case No. 827,6,2019-03-18 12:12:46,4,90
Case No. 828,0,2019-03-18 12:59:26,0,4
Case No. 828,1,2019-03-18 13:13:50,2,75
Case No. 828,3,2019-03-18 13:16:58,1,144
Case No. 828,8,2019-03-18 13:17:36,3,23
Case No. 828,8,2019-03-18 13:21:41,0,35
Case No. 828,6,2019-03-18 13:25:29,4,59
Case No. 828,9,2019-03-18 13:38:24,3,1
